Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2019 Q3,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2019 Q4,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2020 Q1,,,Number,9
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2020 Q2,,,Number,7
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2020 Q3,,,Number,23
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2020 Q4,,,Number,14
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,2018,,,Number,1804
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,2019,,,Number,2629
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Ontario,35,By year,2020,,,Number,3809
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Ontario,35,By quarter,2018 Q2,,,Number,552
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Ontario,35,By quarter,2018 Q3,,,Number,628
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Ontario,35,By quarter,2018 Q4,,,Number,624
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Ontario,35,By quarter,2019 Q1,,,Number,833
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Ontario,35,By quarter,2019 Q2,,,Number,990
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Ontario,35,By quarter,2019 Q3,,,Number,384
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Ontario,35,By quarter,2019 Q4,,,Number,422
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Ontario,35,By quarter,2020 Q1,,,Number,614
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Ontario,35,By quarter,2020 Q2,,,Number,1079
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Ontario,35,By quarter,2020 Q3,,,Number,1080
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Ontario,35,By quarter,2020 Q4,,,Number,1036
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,2017,,,Number,152
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,2018,,,Number,110
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,2019,,,Number,127
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By year,2020,,,Number,125
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2017 Q1,,,Number,45
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2017 Q2,,,Number,33
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2017 Q3,,,Number,36
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2017 Q4,,,Number,38
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2018 Q1,,,Number,22
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2018 Q2,,,Number,35
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2018 Q3,,,Number,25
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2018 Q4,,,Number,28
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2019 Q1,,,Number,18
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2019 Q2,,,Number,36
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2019 Q3,,,Number,39
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2019 Q4,,,Number,34
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2020 Q1,,,Number,20
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2020 Q2,,,Number,33
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2020 Q3,,,Number,41
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,New Brunswick,13,By quarter,2020 Q4,,,Number,31
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,2018,,,Number,111
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,2019,,,Number,188
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By year,2020,,,Number,182
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,2018 Q2,,,Number,19
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,2018 Q3,,,Number,56
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,2018 Q4,,,Number,36
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,2019 Q1,,,Number,50
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,2019 Q2,,,Number,46
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,2019 Q3,,,Number,52
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,2019 Q4,,,Number,40
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,2020 Q1,,,Number,42
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,2020 Q2,,,Number,38
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,2020 Q3,,,Number,62
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Nova Scotia,12,By quarter,2020 Q4,,,Number,40
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Newfoundland and Labrador,10,By year,2017,,,Number,46
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Newfoundland and Labrador,10,By year,2018,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Newfoundland and Labrador,10,By quarter,2017 Q2,,,Number,30
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Newfoundland and Labrador,10,By quarter,2017 Q3,,,Number,8
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Newfoundland and Labrador,10,By quarter,2017 Q4,,,Number,8
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Newfoundland and Labrador,10,By quarter,2018 Q1,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,2017,,,Number,59
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,2018,,,Number,78
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,2019,,,Number,48
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By year,2020,,,Number,104
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2017 Q1,,,Number,15
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2017 Q2,,,Number,13
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2017 Q3,,,Number,22
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2017 Q4,,,Number,9
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2018 Q1,,,Number,13
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2018 Q2,,,Number,36
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2018 Q3,,,Number,18
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2018 Q4,,,Number,11
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2019 Q1,,,Number,9
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2019 Q2,,,Number,15
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2019 Q3,,,Number,13
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2019 Q4,,,Number,11
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2020 Q1,,,Number,26
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2020 Q2,,,Number,22
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2020 Q3,,,Number,23
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,60,By quarter,2020 Q4,,,Number,33
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By year,2017,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By year,2018,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By year,2019,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By year,2020,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2017 Q1,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2017 Q2,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2017 Q3,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2017 Q4,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2018 Q1,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2018 Q2,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2018 Q3,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2018 Q4,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2019 Q1,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2019 Q2,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2019 Q3,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2019 Q4,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2020 Q1,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2020 Q2,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2020 Q3,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Overall numbers,EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,61,By quarter,2020 Q4,,,Number,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By year,2017,,Female,Percent,27
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By year,2017,,Male,Percent,73
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By year,2018,,Female,Percent,26
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By year,2018,,Male,Percent,74
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By year,2019,,Female,Percent,27
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By year,2019,,Male,Percent,73
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By year,2020,,Female,Percent,25
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By year,2020,,Male,Percent,75
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2017 Q1,,Female,Percent,26
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2017 Q1,,Male,Percent,74
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2017 Q2,,Female,Percent,27
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2017 Q2,,Male,Percent,73
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2017 Q3,,Female,Percent,28
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2017 Q3,,Male,Percent,72
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2017 Q4,,Female,Percent,26
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2017 Q4,,Male,Percent,74
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2018 Q1,,Female,Percent,28
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2018 Q1,,Male,Percent,72
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2018 Q2,,Female,Percent,27
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2018 Q2,,Male,Percent,73
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2018 Q3,,Female,Percent,25
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2018 Q3,,Male,Percent,75
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2018 Q4,,Female,Percent,25
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2018 Q4,,Male,Percent,75
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2019 Q1,,Female,Percent,26
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2019 Q1,,Male,Percent,74
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2019 Q2,,Female,Percent,26
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2019 Q2,,Male,Percent,74
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2019 Q3,,Female,Percent,28
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2019 Q3,,Male,Percent,72
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2019 Q4,,Female,Percent,28
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2019 Q4,,Male,Percent,72
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2020 Q1,,Female,Percent,26
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2020 Q1,,Male,Percent,74
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2020 Q2,,Female,Percent,23
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2020 Q2,,Male,Percent,77
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2020 Q3,,Female,Percent,26
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2020 Q3,,Male,Percent,74
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2020 Q4,,Female,Percent,25
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,British Columbia,59,By quarter,2020 Q4,,Male,Percent,75
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,2017,,Female,Percent,28
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,2017,,Male,Percent,72
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,2018,,Female,Percent,31
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,2018,,Male,Percent,69
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,2019,,Female,Percent,33
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,2019,,Male,Percent,67
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,2020,,Female,Percent,30
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By year,2020,,Male,Percent,70
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2017 Q1,,Female,Percent,27
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2017 Q1,,Male,Percent,73
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2017 Q2,,Female,Percent,26
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2017 Q2,,Male,Percent,74
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2017 Q3,,Female,Percent,30
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2017 Q3,,Male,Percent,70
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2017 Q4,,Female,Percent,28
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2017 Q4,,Male,Percent,72
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2018 Q1,,Female,Percent,30
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2018 Q1,,Male,Percent,70
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2018 Q2,,Female,Percent,32
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2018 Q2,,Male,Percent,68
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2018 Q3,,Female,Percent,31
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2018 Q3,,Male,Percent,69
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2018 Q4,,Female,Percent,32
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2018 Q4,,Male,Percent,68
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2019 Q1,,Female,Percent,30
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2019 Q1,,Male,Percent,70
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2019 Q2,,Female,Percent,34
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2019 Q2,,Male,Percent,66
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2019 Q3,,Female,Percent,33
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2019 Q3,,Male,Percent,67
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2019 Q4,,Female,Percent,36
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2019 Q4,,Male,Percent,64
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2020 Q1,,Female,Percent,35
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2020 Q1,,Male,Percent,65
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2020 Q2,,Female,Percent,28
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2020 Q2,,Male,Percent,72
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2020 Q3,,Female,Percent,30
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2020 Q3,,Male,Percent,70
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2020 Q4,,Female,Percent,30
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Alberta,48,By quarter,2020 Q4,,Male,Percent,70
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,2018,,Female,Percent,29
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,2018,,Male,Percent,71
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,2019,,Female,Percent,32
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,2019,,Male,Percent,68
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,2020,,Female,Percent,33
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By year,2020,,Male,Percent,67
