,Substance,Source,Type of Event,Region,Event Category,Substance_num,Source_num,Grouped Events
5162,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5163,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5164,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5165,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5166,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5167,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5168,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5169,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5170,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5171,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5172,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5173,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5174,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5175,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5176,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5177,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5178,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5179,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5180,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5181,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5182,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5183,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5184,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5185,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5186,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5187,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5188,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5189,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5190,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5191,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5192,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5193,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5194,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5195,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5196,Opioids,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,5,1,2,
5197,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5198,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5199,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5200,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5201,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5202,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5203,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5204,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5205,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5206,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5207,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5208,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5209,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5210,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5211,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5212,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5213,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5214,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5215,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5216,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5217,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5218,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5219,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5220,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5221,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5222,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5223,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5224,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5225,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5226,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5227,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5228,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5229,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5230,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5231,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5232,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5233,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5234,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5235,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5236,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5237,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5238,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5239,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5240,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5241,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5242,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5243,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5244,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5245,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5246,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5247,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5248,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5249,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5250,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5251,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5252,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5253,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5254,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5255,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5256,Opioids,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,6,1,2,
5257,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5258,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5259,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5260,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5261,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5262,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5263,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5264,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5265,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5266,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5267,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5268,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5269,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5270,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5271,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5272,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5273,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5274,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5275,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5276,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,British Columbia,7,1,3,
5277,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5278,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5279,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5280,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5281,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5282,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5283,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5284,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5285,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5286,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5287,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5288,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5289,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5290,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5291,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5292,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5293,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5294,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5295,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5296,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Alberta,7,1,3,
5297,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Saskatchewan,7,1,3,
5298,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Saskatchewan,7,1,3,
5299,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Saskatchewan,7,1,3,
5300,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Saskatchewan,7,1,3,
5301,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Saskatchewan,7,1,3,
5302,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Saskatchewan,7,1,3,
5303,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Saskatchewan,7,1,3,
5304,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Saskatchewan,7,1,3,
5305,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Saskatchewan,7,1,3,
5306,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Saskatchewan,7,1,3,
5307,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Saskatchewan,7,1,3,
5308,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Saskatchewan,7,1,3,
5309,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Saskatchewan,7,1,3,
5310,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Saskatchewan,7,1,3,
5311,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5312,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5313,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5314,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5315,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5316,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5317,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5318,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5319,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5320,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5321,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5322,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5323,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5324,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5325,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5326,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5327,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5328,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5329,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5330,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,7,1,3,
5331,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5332,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5333,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5334,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5335,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5336,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5337,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5338,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5339,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5340,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5341,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5342,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5343,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5344,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5345,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5346,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5347,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5348,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5349,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,7,1,3,
5350,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Ontario,7,1,3,
5351,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Ontario,7,1,3,
5352,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Ontario,7,1,3,
5353,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Ontario,7,1,3,
5354,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Ontario,7,1,3,
5355,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Ontario,7,1,3,
5356,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Ontario,7,1,3,
5357,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Ontario,7,1,3,
5358,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Ontario,7,1,3,
5359,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Ontario,7,1,3,
5360,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Ontario,7,1,3,
5361,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Ontario,7,1,3,
5362,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Ontario,7,1,3,
5363,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Ontario,7,1,3,
5364,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5365,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5366,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5367,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5368,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5369,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5370,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5371,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5372,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5373,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5374,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5375,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5376,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5377,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5378,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5379,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5380,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5381,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5382,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5383,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,New Brunswick,7,1,3,
5384,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Nova Scotia,7,1,3,
5385,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Nova Scotia,7,1,3,
5386,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Nova Scotia,7,1,3,
5387,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Nova Scotia,7,1,3,
5388,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Nova Scotia,7,1,3,
5389,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Nova Scotia,7,1,3,
5390,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Nova Scotia,7,1,3,
5391,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Nova Scotia,7,1,3,
5392,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Nova Scotia,7,1,3,
5393,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Nova Scotia,7,1,3,
5394,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Nova Scotia,7,1,3,
5395,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Nova Scotia,7,1,3,
5396,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Nova Scotia,7,1,3,
5397,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Nova Scotia,7,1,3,
5398,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Newfoundland and Labrador,7,1,3,
5399,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Newfoundland and Labrador,7,1,3,
5400,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Newfoundland and Labrador,7,1,3,
5401,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Newfoundland and Labrador,7,1,3,
5402,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Newfoundland and Labrador,7,1,3,
5403,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Newfoundland and Labrador,7,1,3,
5404,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5405,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5406,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5407,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5408,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5409,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5410,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5411,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5412,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5413,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5414,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5415,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5416,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5417,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5418,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5419,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5420,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5421,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5422,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5423,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Whitehorse Yukon,7,1,3,
5424,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,7,1,3,
5425,Opioids,Emergency Medical Services (EMS),EMS responses to suspected opioid-related overdoses,Yellowknife Northwest Territories,7,1,3,
